,ready,loadDataHD_ready,onAddDataStart_skybox,onAddDataStart_Plane,onAddDataStart_Weather,onAddDataStart_StreetLight,onAddDataStart_Style,onAddDataStart_guideline,onAddDataStart_lightwave,onAddDataStart_ice,onAddDataStart_water,onAddDataStart_SignalLine,onAddDataStart,HDPanel__addHdMap__pMesh_vp,visible_Filter,cacheCurrent,HDPanel__addHdMap,addHdMap,onAABBchanged_skybox,onAABBchanged_Plane,onAABBchanged_Weather,onAABBchanged_StreetLight,onAABBchanged_Style,onAABBchanged_guideline,onAABBchanged_lightwave,onAABBchanged_ice,onAABBchanged_water,onAABBchanged_SignalLine,onAABBchanged,PainterMgr__addHdMap,QLayerMgr__loadDataHD,loadDataHD,onRender3dPass2_skybox,onRender3dPass2_Plane,onRender3dPass2_Weather,onRender3dPass2_StreetLight,onRender3dPass2_Style,onRender3dPass2_guideline,onRender3dPass2_lightwave,onRender3dPass2_ice,onRender3dPass2_water,onRender3dPass2_SignalLine,onRender3dPass2,skybox,plane,greenBelt,roadbed,zebra,diversion,divider,divider_texture,safetyIsland,renderScene,onRenderPass2Order3_skybox,onRenderPass2Order3_Plane,onRenderPass2Order3_Weather,onRenderPass2Order3_StreetLight,onRenderPass2Order3_Style,onRenderPass2Order3_guideline,onRenderPass2Order3_lightwave,onRenderPass2Order3_ice,onRenderPass2Order3_water,onRenderPass2Order3_SignalLine,onRenderPass2Order3,renderPost,PainterMgr__render,PainterMgr__drawHDMap_render,Anchor,PrimitiveScenedraw,drawCustomElement,renderTransparent,renderTransparentAnchor,RenderScene_,renderHD,render
3017,231,81,10,77,15,12,10,8,6,6,7,6,7,2,229,208,19,472,8,24,14,7,6,5,7,7,5,5,5,9,770,26036,0,21,13,5,8,5,6,5,5,6,5,101,69,72,222,24,15,158,154,30,867,15,9,7,6,7,5,5,8,7,9,10,8,8,1060,9,159,32,23,13,6,1393,77
3018,3003,110,8,12,10,7,6,6,7,6,5,6,6,1,159,74,10,258,8,19,11,6,6,6,6,5,6,6,7,8,462,18964,1,18,14,7,8,6,7,6,6,5,6,82,93,86,269,65,15,1027,274,28,1959,8,8,7,8,7,6,6,7,9,9,12,9,9,2156,8,100,24,20,15,8,2403,49
3019,227,78,8,10,7,6,6,6,6,6,5,6,5,1,166,80,8,267,9,18,7,6,6,6,5,6,6,6,5,6,453,12149,0,18,11,6,6,8,5,5,5,5,5,88,69,69,167,10,11,79,74,10,591,7,7,6,5,5,6,5,6,4,7,8,6,6,751,6,75,17,14,7,12,950,48
3020,413,372,7,9,6,6,5,8,80,14,6,6,6,1,455,457,40,974,8,27,16,7,6,5,6,8,8,5,5,8,1269,23122,0,14,10,6,5,5,5,6,6,7,5,151,178,88,557,48,17,115,1285,28,2489,11,8,5,7,5,6,7,8,6,8,11,8,8,2665,9,119,23,16,11,8,4189,65
3021,442,99,8,11,7,6,7,6,7,6,6,6,6,1,172,82,11,280,7,20,8,7,6,7,6,7,134,13,6,12,629,15547,1,22,15,8,7,6,7,6,6,7,6,98,81,86,277,25,9,98,101,18,813,7,6,7,5,7,7,6,6,6,10,12,9,6,1006,8,96,59,185,38,18,1504,58
3022,303,71,7,12,9,8,6,7,7,6,7,6,6,2,162,118,24,322,8,18,14,10,6,6,6,5,6,6,5,8,529,43441,1,19,14,7,7,5,7,6,6,5,6,76,70,73,187,25,14,102,92,14,671,9,7,8,5,8,7,6,6,7,8,9,7,8,857,9,96,20,17,8,8,1091,53
3023,212,134,15,23,22,20,21,21,21,20,20,21,20,3,1194,110,12,1347,8,24,17,8,7,6,7,5,5,6,5,8,1716,24058,1,17,13,6,6,5,5,6,6,6,6,78,66,75,219,26,14,89,101,14,703,10,7,6,68,20,7,6,8,7,8,12,21,45,1050,13,107,51,26,37,143,1729,48
3024,232,160,9,15,10,8,7,9,6,7,7,9,6,3,261,317,36,642,7,23,15,8,6,8,5,6,7,6,5,9,879,20843,1,18,13,7,5,6,6,6,7,7,5,192,109,110,754,33,13,92,105,16,1443,10,6,6,7,7,5,6,9,7,9,8,7,8,1628,9,119,35,24,23,14,1932,281
3025,197,184,16,24,21,20,21,20,21,20,20,21,21,2,1139,517,49,3739,67,52,25,21,21,23,21,20,802,68,22,34,5197,30287,2,58,22,21,108,23,21,22,20,22,22,145,147,161,404,45,23,207,223,39,1436,21,20,25,21,20,21,19,23,22,68,25,20,21,2130,22,218,37,28,24,20,4676,78
3026,1220,60,7,11,7,8,6,7,7,6,6,7,6,1,158,165,27,443,30,28,15,8,6,6,5,6,6,7,6,7,679,14526,1,19,13,6,5,6,7,6,7,6,5,69,75,77,174,25,15,279,205,28,969,9,10,6,7,5,5,6,7,7,9,12,8,8,1157,8,100,26,19,15,9,1407,69
3027,208,48,8,14,7,8,5,5,5,7,1251,15,5,2,136,167,21,340,7,21,13,6,6,5,7,5,6,5,6,7,1870,25490,1,14,12,7,6,5,5,6,6,5,6,81,249,82,177,15,11,89,92,14,826,8,6,5,6,5,6,5,5,6,7,5,6,6,983,7,382,25,16,7,5,1495,53
3028,272,54,7,11,9,7,7,6,7,6,5,7,6,2,150,73,11,248,8,19,9,7,6,6,7,5,6,5,5,7,444,22448,1,21,14,8,6,6,6,6,6,6,5,90,76,77,171,17,12,83,88,19,652,8,10,6,7,6,6,6,6,190,21,11,7,6,1035,8,104,483,20,9,6,1744,42
3029,210,132,18,24,21,20,20,96,38,22,20,21,22,4,3395,213,36,3695,23,47,23,20,22,20,20,20,20,19,19,26,4358,29158,1,31,21,20,21,20,21,20,20,19,21,190,152,193,391,40,22,197,226,32,1488,155,24,21,22,19,20,19,24,21,24,20,21,19,2135,21,222,33,27,20,19,2700,71
3030,375,151,12,26,22,23,19,23,21,20,20,20,21,2,1188,155,36,1425,23,47,23,21,21,23,22,21,20,22,20,24,1993,21716,1,30,24,20,20,20,20,20,19,21,21,211,162,170,746,218,27,289,250,39,2161,22,21,22,22,20,22,22,23,21,23,20,20,20,2677,26,211,37,28,23,22,3258,80
3031,463,135,13,24,20,119,29,21,21,20,22,21,20,3,1513,171,36,1769,21,50,192,24,20,20,22,21,20,22,21,26,2612,21840,1,30,23,20,19,19,19,20,19,20,20,195,321,310,551,39,24,197,212,32,1926,22,20,21,20,21,21,20,21,20,22,21,22,24,2434,21,191,32,29,22,20,2978,100
3032,277,52,7,13,7,7,8,6,7,105,16,8,6,2,157,76,10,260,9,21,10,8,6,7,6,6,6,6,6,10,584,19750,0,22,15,8,6,6,7,8,6,7,6,72,73,71,173,21,16,98,97,18,662,9,8,6,8,6,6,6,8,7,8,12,8,7,861,8,93,20,18,14,8,1096,39
3033,194,89,9,12,8,7,8,6,6,6,6,6,5,2,217,90,11,333,11,20,16,9,7,6,7,5,6,6,6,8,546,24567,1,20,15,6,5,6,7,6,6,6,174,89,73,73,170,13,13,85,88,13,649,10,7,5,6,7,7,6,7,7,8,8,8,5,1000,7,91,27,21,9,51,1339,53
3034,200,80,8,11,8,7,7,7,6,6,7,6,5,1,152,77,11,255,8,25,11,9,7,6,7,5,8,7,7,9,473,20986,1,20,14,7,7,6,7,6,7,6,6,72,69,73,184,16,14,90,330,30,898,14,7,7,6,5,8,7,7,7,9,11,7,6,1094,7,86,22,18,8,6,1312,54
3035,375,153,7,12,8,8,5,7,7,7,6,7,7,1,154,110,32,313,6,20,8,8,6,6,7,6,287,96,15,12,909,27179,1,18,16,8,6,6,6,6,5,5,6,71,71,458,309,29,13,93,98,14,1176,10,9,7,6,5,6,6,8,7,8,10,9,6,1364,7,89,21,18,8,6,1588,63
3036,251,61,8,12,8,8,6,6,6,6,6,6,5,1,166,76,10,268,6,19,12,9,8,6,6,6,6,6,5,8,471,19002,0,19,15,8,6,6,6,6,5,5,6,94,123,99,760,36,14,267,130,24,1569,13,8,5,6,7,5,5,8,7,10,12,9,6,1763,7,101,17,18,14,7,2015,63
3037,260,74,8,11,8,7,6,6,6,6,7,7,7,1,160,73,10,257,7,18,9,8,6,7,6,7,6,5,6,7,456,20355,1,19,15,7,5,6,6,6,5,6,6,74,69,72,229,25,15,84,90,13,691,8,5,9,7,6,6,5,8,6,7,7,9,6,873,7,84,22,16,8,13,1099,50
3038,194,86,8,11,8,6,6,6,7,7,6,6,6,1,150,77,10,254,7,19,9,7,7,7,5,6,7,6,5,7,454,20677,1,19,14,1883,16,10,6,6,6,6,6,105,84,128,199,19,16,94,96,441,1207,9,7,7,7,6,5,6,9,6,8,12,7,7,3283,9,106,80,21,8,8,3600,63
3039,321,112,7,11,7,7,7,6,6,6,6,7,6,1,153,71,8,248,7,19,8,7,7,7,6,5,6,6,6,7,443,19533,0,18,13,9,6,6,7,5,6,6,7,84,65,74,166,15,13,121,101,21,680,10,8,6,5,6,7,6,6,6,10,8,8,6,923,13,92,20,19,8,7,1157,51
3040,191,76,6,10,8,7,6,6,6,8,6,6,6,2,140,81,10,246,6,19,10,7,6,6,6,6,6,5,6,8,444,24415,1,17,13,7,7,7,10,8,6,7,10,221,131,73,227,24,14,83,97,14,903,10,7,6,6,5,5,5,6,6,7,7,6,7,1088,8,90,20,16,15,7,1316,51
3041,221,75,7,11,9,7,6,8,7,7,7,6,6,1,166,76,9,266,7,19,11,7,87,20,8,6,6,7,6,11,578,22429,1,27,8,7,8,7,6,5,6,5,7,91,76,80,175,15,14,90,89,13,662,9,7,5,7,5,6,6,6,7,8,8,7,7,847,7,142,31,114,27,9,1340,57
3042,1651,78,7,12,9,6,7,6,8,6,7,7,7,2,167,76,10,272,7,20,10,8,64,13,7,6,6,8,6,10,554,26001,1,18,18,16,7,5,6,7,7,6,5,151,77,76,317,28,12,138,106,15,939,9,7,5,6,7,7,6,7,7,8,8,7,7,1136,8,101,21,18,9,6,1373,1847
3043,217,54,7,12,8,9,8,8,7,11,157,29,14,3,280,76,10,385,7,21,8,7,7,6,5,5,6,6,6,41,821,21426,0,18,14,6,6,10,6,6,7,6,5,90,84,90,370,63,16,99,170,18,1021,7,7,5,8,7,6,5,7,7,10,114,11,8,1316,984,132,46,16,8,6,2659,257
3044,205,99,8,9,8,8,5,6,6,6,5,6,4,1,145,80,9,246,6,18,9,5,5,5,6,6,4,5,5,7,423,19218,0,19,12,7,5,5,5,6,5,5,5,88,70,70,157,15,6,82,219,18,741,6,6,5,5,5,5,5,214,20,13,12,6,6,1129,9,92,18,15,6,5,1348,51
3045,191,59,8,11,8,8,265,13,7,7,6,7,6,3,175,76,12,280,7,58,32,10,6,8,6,6,5,7,6,9,825,25631,1,28,11,7,8,6,7,5,6,6,5,97,351,166,389,104,31,119,128,16,1422,7,8,7,6,6,7,8,8,7,9,9,7,7,1617,8,114,36,19,9,6,2019,57
3046,2023,73,8,13,9,7,6,8,8,6,8,7,8,2,234,96,12,359,6,22,10,7,6,5,6,6,5,6,6,8,573,47982,1,21,15,8,6,5,6,6,8,6,6,331,97,95,191,17,13,96,108,19,987,9,6,7,6,6,8,5,34,33,10,14,9,8,1239,8,105,23,17,8,8,1492,55
3047,256,46,13,11,7,6,8,7,8,6,6,11,55,1,1152,106,11,1286,8,21,12,6,6,7,6,5,6,6,6,7,1551,19621,1,16,11,5,5,6,5,5,5,4,6,66,61,64,161,11,10,76,80,14,559,11,6,5,5,5,6,5,5,6,6,11,6,6,719,7,82,53,36,12,6,985,41
3048,263,150,10,14,13,9,7,7,8,7,7,7,6,1,238,91,10,358,7,22,17,8,6,6,6,6,7,6,6,8,594,26764,0,329,28,9,7,7,7,6,8,6,6,97,76,76,184,17,14,92,94,43,716,8,7,6,6,7,6,5,7,7,8,12,7,7,1229,7,98,22,18,8,6,1473,54
3049,687,164,7,12,7,6,7,7,5,6,6,6,6,1,201,99,21,339,7,21,14,8,7,5,5,6,6,6,5,8,543,24810,1,17,13,7,5,6,6,6,6,5,6,89,276,95,181,105,20,97,105,19,1008,11,7,6,6,7,6,6,7,7,8,8,10,7,1189,8,94,22,19,10,6,1428,51
3050,431,110,7,14,8,7,7,6,7,6,8,7,6,1,169,91,12,287,7,19,8,7,8,7,6,7,7,6,5,9,498,22675,0,21,43,18,8,7,6,6,5,6,6,156,83,78,177,339,19,107,98,14,1090,10,9,6,7,5,7,6,6,7,7,8,8,7,1316,566,121,18,18,11,6,2285,162
3051,564,118,69,29,22,20,20,20,21,21,21,19,21,3,1242,299,46,1639,24,52,23,45,22,20,20,20,19,20,19,23,2285,27810,1,29,21,21,19,18,19,19,19,21,19,161,152,160,388,2022,31,461,446,57,3926,27,88,26,21,25,21,22,24,23,26,22,22,24,4527,29,4634,91,36,22,20,9577,100
3052,919,67,8,12,7,8,6,7,6,6,6,7,6,2,162,79,13,273,8,19,11,7,6,6,7,6,8,6,5,9,483,5978,1,21,14,6,7,6,6,7,7,6,6,92,75,78,184,132,18,100,102,1243,2132,23,8,7,6,6,5,7,7,7,8,8,7,7,2333,9,228,31,19,9,6,2721,82
3053,239,2428,9,14,10,7,8,6,7,6,8,6,6,2,1181,111,13,1321,7,24,15,9,8,7,6,6,6,7,5,8,1557,55806,1,19,14,6,8,5,6,6,6,6,6,85,71,72,173,14,15,82,90,17,638,13,6,6,7,6,7,6,7,6,8,12,7,9,827,8,84,18,17,8,6,1055,43
3054,271,51,5,17,9,6,5,7,7,8,6,7,7,1,161,82,9,269,8,21,9,8,6,6,7,6,5,6,6,8,480,33350,1,17,13,6,8,6,7,6,6,5,6,93,77,81,186,16,13,85,89,18,675,10,8,5,6,6,6,5,7,6,8,10,8,7,855,7,94,20,18,107,32,1220,127
3055,232,204,27,28,28,25,20,23,20,21,20,20,20,3,3001,228,42,3321,22,49,23,20,19,20,22,20,930,54,23,31,4870,27583,1,28,24,22,20,85,36,22,20,22,21,215,163,165,414,38,25,314,239,33,1650,22,20,20,20,20,19,20,24,23,23,21,20,20,2247,22,206,32,26,22,20,2819,92
3056,232,99,8,12,10,7,6,6,6,6,6,6,7,1,257,158,14,445,8,20,16,8,6,6,7,6,5,7,6,7,656,17552,1,19,14,8,7,6,5,7,6,7,5,91,296,90,182,18,12,96,97,17,918,7,7,6,5,6,8,6,7,7,9,11,8,7,1104,7,88,22,23,8,6,1338,54
3057,261,64,8,12,9,7,6,6,6,7,7,6,7,2,181,89,15,298,62,30,16,10,6,6,6,6,8,6,6,9,578,18575,1,26,19,9,9,8,7,7,6,7,6,83,93,97,217,21,14,161,110,18,838,11,7,7,7,7,6,6,8,7,10,8,7,7,1047,7,94,20,18,9,13,1311,52
3058,605,83,8,12,9,7,7,7,6,6,7,6,5,2,220,363,30,633,8,22,17,9,6,7,6,5,6,6,6,9,849,24735,1,18,15,6,7,6,5,6,6,7,5,70,69,73,282,29,14,1126,383,34,2101,9,7,7,7,6,7,8,8,8,8,13,8,6,2293,7,256,34,14,9,7,2694,55
3059,366,136,14,25,22,22,20,23,21,21,22,22,20,2,2763,204,35,3050,23,48,24,20,21,20,21,19,20,23,23,28,3630,30914,1,28,21,23,21,20,20,19,19,182,31,212,158,221,639,50,24,206,229,37,1824,22,21,21,21,22,20,20,22,21,25,22,20,22,2513,23,207,35,26,20,21,3078,91
3060,205,132,14,98,26,22,21,21,21,21,21,22,20,3,1420,176,33,1678,24,48,22,21,19,21,19,21,22,20,19,23,2318,14132,2,40,21,20,22,22,20,22,21,20,21,239,220,287,4775,106,24,234,294,50,6328,25,75,22,22,21,22,20,160,33,24,20,19,22,7071,23,277,47,88,30,23,7956,76
3061,484,121,7,13,8,6,7,8,5,6,8,7,6,2,158,74,12,259,7,22,10,7,9,6,7,6,5,8,6,9,472,13523,1,25,16,7,8,5,6,6,8,6,6,88,74,79,242,29,13,87,90,14,741,11,8,7,6,7,5,7,7,9,2094,23,8,7,3041,8,157,30,20,9,7,3357,54
3062,232,196,8,10,7,11,1096,695,15,6,6,5,6,4,209,87,7,320,7,22,13,6,6,5,5,4,5,96,17,9,2421,47327,2,26,7,5,5,5,5,5,5,6,5,97,64,71,171,12,10,83,80,13,619,8,6,4,5,5,6,6,7,5,8,6,8,5,780,8,123,21,13,8,5,2263,54
3063,214,74,7,11,8,5,5,4,5,4,5,6,4,1,267,85,11,374,6,18,9,6,5,5,4,4,5,5,4,7,545,22235,1,17,12,5,4,4,5,4,4,4,4,69,64,67,162,18,10,82,229,26,744,6,5,7,5,5,6,4,5,5,7,10,7,4,890,5,97,109,22,8,5,1200,52
3064,213,49,8,23,13,8,6,7,6,5,9,6,5,2,152,72,11,250,6,19,9,7,6,6,6,6,6,6,5,8,467,27814,1,20,14,7,6,7,5,5,6,836,23,139,86,100,182,19,13,143,108,19,833,9,6,7,6,7,8,6,9,6,9,8,200,18,2070,34,1981,51,22,11,7,4265,42
3065,344,61,8,12,7,6,6,7,6,6,7,7,5,1,164,77,11,268,8,19,9,7,6,6,6,5,7,5,7,7,464,24247,1,20,14,8,7,6,6,6,7,6,6,90,78,83,178,18,14,89,92,19,682,14,7,6,6,5,5,5,6,6,7,6,7,6,867,7,93,21,20,9,7,1109,51
3066,246,425,9,15,10,7,7,7,8,7,6,6,6,1,171,82,14,282,63,38,14,9,7,6,7,7,6,6,6,7,587,151881,1,20,11,7,6,7,6,6,7,5,6,92,77,79,187,19,12,90,94,15,683,9,8,6,6,6,6,5,7,7,10,7,7,7,866,7,426,26,18,14,8,1450,55
3067,184,59,6,10,6,5,5,7,5,5,5,5,5,1,182,89,8,291,128,25,13,8,5,6,5,4,5,4,5,7,599,22402,0,20,6,6,4,5,5,5,6,6,5,85,64,67,10724,29,21,381,113,208,11724,10,7,6,5,5,4,5,5,7,9,12,6,5,11888,6,90,17,15,7,6,12202,29
3068,242,56,6,10,8,6,5,6,6,6,5,5,6,1,144,71,7,235,6,17,8,6,5,4,5,4,4,6,5,6,404,15908,1,91,8,4,5,4,6,6,6,6,5,87,63,262,1293,42,13,231,489,241,2818,16,10,6,6,5,5,6,7,6,8,7,6,5,3060,7,187,21,11,6,6,3366,55
3069,501,75,11,12,7,8,8,7,7,5,7,6,6,2,214,90,13,331,7,19,17,7,7,6,6,6,6,5,6,8,546,30575,1,19,14,6,5,7,6,7,6,8,5,87,73,75,276,55,12,88,165,26,878,8,7,7,6,6,7,5,7,6,8,11,7,6,1060,7,91,20,17,15,7,1298,54
3070,205,60,8,11,9,6,6,6,8,6,6,6,6,2,155,458,20,654,10,16,19,8,6,9,7,6,7,6,5,7,869,23214,1,21,15,6,6,6,6,6,8,6,6,79,69,72,75577,58,12,5021,186,23,81120,9,7,6,6,7,7,5,8,7,8,13,8,7,81313,9,99,40,26,9,7,81586,45
3071,6327,73,15,29,85,23,21,21,19,23,21,20,20,3,1310,376,31,1765,23,38,22,19,18,20,78,23,20,20,24,26,2526,3489,1,27,21,19,21,19,21,21,19,18,19,209,165,210,446,42,25,346,3436,51,4965,7,7,7,5,6,6,7,7,8,9,9,8,7,5274,7,470,29,18,9,6,5992,47
3072,296,144,9,13,9,6,6,6,6,6,6,7,6,1,258,614,12,901,8,16,8,6,1331,13,8,7,7,6,5,13,2447,63227,1,20,13,8,5,6,6,5,8,6,257,93,75,75,1436,32,12,8778,636,32,11198,8,6,6,5,6,9,7,7,7,8,8,7,6,11633,7,105,22,18,15,8,11902,59
3073,324,59,8,11,7,6,7,6,6,6,6,7,6,2,189,132,26,370,7,19,15,9,8,6,3565,26,9,8,6,16,4174,19353,1,22,16,7,7,7,7,6,7,6,8,85,79,79,541,30,16,96,104,20,1071,11,9,7,6,6,8,6,8,8,8,8,9,6,1333,19,232,31,15,8,8,1746,52
3074,261,70,6,11,8,6,6,7,6,6,7,6,6,2,165,425,11,618,7,16,9,8,6,6,5,5,7,7,5,7,811,53752,1,18,13,6,6,5,6,5,6,6,5,86,72,73,174,16,12,106,91,14,662,8,7,6,5,5,6,6,6,6,9,6,7,5,829,7,91,27,21,10,6,1071,72
3075,228,97,8,10,8,6,6,6,5,5,5,7,5,1,179,289,16,504,152,30,12,6,6,5,5,5,6,4,5,7,843,28778,1,15,12,5,5,5,5,4,6,5,5,79,64,71,275,25,10,89,117,18,766,7,6,5,6,5,6,5,6,5,9,6,6,6,920,7,101,23,17,8,5,1161,54
3076,444,78,8,10,7,6,5,6,5,5,5,163,12,2,175,340,37,573,7,22,12,7,9,6,7,7,7,6,5,9,935,26757,1,17,13,7,7,6,8,6,6,6,5,81,66,70,171,15,12,90,90,12,624,8,6,5,6,6,6,6,7,6,8,6,8,6,796,7,100,19,14,6,7,1032,53
3077,231,130,20,28,23,23,21,22,21,22,21,21,20,2,2680,458,31,3216,21,42,21,19,19,21,19,19,20,21,21,23,3776,27588,1,27,22,19,20,19,19,19,19,18,20,125,135,149,7111,55,13,143,103,20,7889,10,8,8,6,7,7,5,7,6,10,9,7,81,8278,10,111,23,19,7,7,8599,59
3078,221,75,8,13,8,7,7,7,6,6,6,6,6,1,154,74,11,254,7,19,10,8,6,5,7,5,6,7,5,7,458,18025,1,18,14,6,7,5,6,6,6,6,5,83,113,82,161,15,13,87,85,14,673,10,7,5,6,7,6,6,6,7,9,7,7,6,849,7,84,21,18,15,7,1080,40
3079,286,57,9,12,10,6,6,7,6,6,7,7,5,2,162,155,23,363,8,22,15,7,7,6,6,6,6,6,7,7,577,25059,1,26,9,7,8,6,6,6,5,5,6,86,75,76,183,20,13,99,149,31,754,7,7,6,7,5,6,7,8,6,9,12,7,6,939,8,176,67,19,9,8,1368,54
3080,202,216,10,18,10,9,8,8,8,6,9,8,8,3,296,200,32,548,7,22,16,8,7,5,6,7,6,9,6,7,799,24518,0,17,13,8,6,6,6,6,6,5,6,103,78,82,299,26,14,98,,,,,,6,481,21,8,,,,,,8,111,1370,9,109,20,18,13,6,2093,53
3081,376,79,7,9,6,6,5,7,5,5,6,6,5,1,295,88,8,405,6,22,16,9,6,4,6,5,5,5,5,7,594,26279,0,14,11,5,5,5,5,4,6,5,6,92,69,63,155,11,11,88,75,9,590,8,5,6,6,5,6,5,5,6,8,6,6,5,742,7,83,16,15,7,5,942,57
3082,229,71,10,13,6,5,6,5,6,5,6,7,39,2,179,87,9,295,6,17,7,7,7,7,5,6,5,11,6,7,616,21900,1,17,11,5,5,5,5,5,6,5,5,74,69,77,171,13,11,95,82,11,619,8,7,5,6,5,4,6,6,5,7,6,7,5,774,6,88,23,15,7,11,996,38
3083,293,16618,9,13,8,6,6,7,5,5,8,6,5,2,167,79,11,274,7,20,12,7,7,6,5,5,6,5,5,7,518,36723,1,20,16,7,6,6,6,6,6,6,6,445,91,77,334,324,22,105,4529,50,5997,8,7,6,7,6,7,7,7,7,8,6,8,7,6182,8,98,19,19,15,6,6438,44
3084,225,71,8,13,8,7,5,7,5,7,6,7,6,1,215,181,32,445,8,20,20,9,7,6,5,6,5,6,5,10,663,3821,1,24,10,7,7,6,7,6,6,6,7,99,81,83,167,16,12,101,197,30,808,7,9,6,6,7,6,6,8,7,9,13,7,7,1000,9,100,21,16,8,7,1258,50
3085,198,51,8,11,9,6,6,7,6,6,5,6,6,1,159,78,10,261,7,20,10,7,7,6,7,6,5,6,6,7,459,60103,1,22,15,7,6,6,6,7,6,6,7,92,78,78,178,22,15,91,90,16,681,13,7,7,7,6,6,7,7,7,8,12,8,7,880,7,85,518,38,164,13,1788,48
3086,177,58,6,11,7,7,6,6,5,6,7,6,5,1,164,77,10,266,7,20,8,46,8,6,5,6,6,5,28,12,526,29200,1,15,12,5,6,7,5,5,6,4,4,79,62,68,157,14,11,194,103,14,718,6,6,6,6,5,7,6,7,7,7,9,7,6,879,7,82,16,15,12,6,1087,57
3087,210,72,7,9,6,6,5,6,5,5,6,6,6,1,152,74,9,247,6,20,44,14,5,5,5,4,6,6,5,8,471,23080,1,17,11,6,5,5,5,5,5,6,6,80,58,62,149,17,10,3637,166,18,4214,7,6,5,5,5,6,5,7,6,7,10,6,5,4372,7,91,16,15,7,5,4586,40
3088,246,49,6,14,127,9,6,6,5,5,7,6,6,1,151,73,13,251,7,20,8,6,5,7,5,5,5,6,6,8,563,22858,1,20,11,6,5,5,6,5,5,5,5,159,79,653,201,18,11,100,138,26,1397,8,7,5,6,7,6,267,14,7,9,9,6,6,1837,10,227,57,18,8,6,2292,54
3089,2149,72,7,12,34,11,6,7,6,6,5,5,5,2,167,80,10,271,6,18,9,7,5,7,5,5,7,5,4,179,674,18244,1,14,11,7,5,6,7,6,6,7,6,75,59,71,183,17,11,99,99,14,646,8,7,5,5,8,6,6,7,350,130,10,7,7,1285,8,104,17,17,8,6,1520,56
3090,315,95,7,11,8,9,6,6,8,7,6,5,7,1,2028,157,15,2215,8,22,15,9,6,7,7,6,6,6,5,7,2429,27446,1,19,15,7,7,5,6,8,6,5,2494,104,160,85,180,18,14,95,86,12,783,10,8,7,7,5,6,6,7,7,9,9,8,6,3809,24,99,20,19,15,7,4089,42
3091,239,87,8,12,8,8,7,6,6,7,6,6,7,2,149,73,9,248,7,21,8,7,6,6,6,5,6,6,5,8,449,30967,1,18,13,6,6,6,6,6,6,6,6,85,70,135,363,27,16,92,88,13,907,9,8,6,6,5,5,5,6,7,9,9,9,6,1086,7,82,23,18,14,8,1313,56
3092,5681,258,13,24,23,25,23,23,21,27,23,24,22,3,2095,202,33,2392,23,48,24,21,21,21,21,20,20,20,20,23,2979,27388,1,36,21,19,20,20,20,20,22,22,19,3795,357,921,684,86,26,243,4374,123,10658,21,21,20,19,21,19,21,21,21,22,18,20,79,11232,22,515,41,29,21,20,12258,102
3093,561,144,14,31,56,30,21,21,21,19,20,22,19,3,1509,203,36,1794,21,58,25,22,21,22,23,21,22,24,25,28,2446,11232,1,29,22,20,20,22,21,19,19,19,20,214,283,281,402,41,23,232,377,49,1949,23,20,2455,86,55,199,27,42,565,35,22,21,21,5758,284,330,18980,495,62,28,26270,73
3094,261,170,19,25,22,22,23,22,22,21,21,22,20,3,4625,219,42,4937,22,58,23,22,22,23,22,21,116,37,22,27,5651,34680,2,503,35,23,20,22,21,24,181,30,22,219,2498,307,424,207,27,231,215,32,4498,23,20,20,20,20,22,20,24,21,26,21,20,20,5682,23,200,34,26,21,21,6274,74
3095,640,115,14,24,20,22,23,21,20,21,21,21,21,3,1799,200,435,2488,60,57,23,21,21,22,21,20,19,20,19,23,3097,14376,2,32,22,20,20,21,20,21,19,20,20,896,182,900,508,46,23,231,245,36,3115,22,23,21,20,22,21,20,23,22,23,21,27,22,3640,22,236,41,30,23,20,4252,117
3096,313,89,7,12,7,7,6,6,6,5,6,4,5,2,402,163,12,592,6,20,10,6,6,6,6,4,7,5,5,6,780,14999,1,25,15,8,6,5,7,5,6,6,5,99,83,72,179,15,13,89,89,14,673,10,6,6,6,7,5,5,8,6,8,6,6,5,856,8,92,20,15,8,13,1100,48
3097,257,154,8,11,7,7,5,8,7,7,6,6,6,2,456,125,24,622,7,23,14,7,6,6,7,7,6,6,4,7,825,27467,1,20,14,6,7,6,5,6,7,5,5,259,115,86,175,301,13,243,193,29,1429,10,7,5,6,5,5,5,8,220,14,9,8,7,1828,10,99,18,15,8,5,2068,56
3098,514,652,8,12,8,7,7,6,6,6,5,6,6,1,244,103,13,376,5,21,15,7,6,6,6,5,6,5,5,8,601,33490,1,19,11,8,7,5,6,7,6,5,4,72,62,68,163,15,12,92,83,13,598,7,6,5,6,6,5,7,6,5,8,9,7,6,768,6,90,21,16,9,12,1001,58
3099,213,117,9,13,8,7,6,7,6,6,6,6,7,2,174,83,9,281,6,22,9,9,6,5,6,7,6,6,5,8,490,11950,1,23,14,7,6,6,6,6,6,7,6,102,83,89,205,23,17,117,116,27,804,13,8,6,5,5,11,9,10,7,9,9,8,95,1110,10,121,25,19,11,8,1397,72
3100,7610,127,7,11,8,8,5,6,6,6,7,6,6,1,147,70,9,241,7,18,7,7,6,6,6,7,6,6,6,8,440,17971,0,17,14,69,11,8,7,6,6,6,6,70,65,72,164,13,15,92,85,13,609,11,7,7,6,6,5,5,5,8,8,7,7,8,860,8,85,20,18,10,7,1086,55
